47394 businesses are restaurants.
('O8S5hYJ1SMc8fA4QBtVujA', 'La Bastringue')
('GKC6EYmFFOU245qBtVxetw', "Sal's Pizza")
('aVxhELj5r4oOKOw7p4JqcQ', 'Big Apple Bagels')
('cGAc7mr9uOAnQljSevM25A', "Buster Rhino's")
('pTCyou_1EKkm1MUeejFLag', 'Royal Coffee Bar and Roasting')
('hKQe1UsEbeo-qM1Vc8m23g', 'Kyoto Bowl')
('94EjzQ9cp7iVctFNe0SSsw', 'Wings Restaurant')
('wRenOtfZOOwBH57U01Ipnw', 'Boston Pizza')
('SA4qeFCkbEV7MU5vEx_tUw', "Carl's Jr")
('lhnb4BfGxSZ0axL0nU6Mcw', "Montana's BBQ & Bar")
('A61Ra3kaLyL6EW2eErEprA', "Filiberto's")
('V05UAgvVZEFBVRz1hET9eQ', "Carl's Jr.")
('kG_EB5RAsSA3f9HJikI1rw', 'Zinburger')
('H_ngMvvTOse6N5scXHDZdQ', 'Pizza Nova')
('i3tQsfpdKoXttqp4CFLA-Q', "Filiberto's Mexican Food")
('YCdLw_qAjZyG1lbcvJG8_Q', 'Pier 4 Storehouse Restaurant')
('7PTQ-a8Fu4kxXccFvWWT-Q', "Papa John's Pizza")
('kcUbJRY3Tdd4cpBE2StNEA', 'Bob N Soul')
('Z-6QSR2lC-opp9l6HLYG_w', 'Lucky Chinese Express')
('CrvSOAA4LduH4dHxWh_nJw', 'Second Bowl')
('FCqMWanlmta0fIGXWkSshQ', 'Alexandros Take-Out')
('e5-fDENYpBTNwX6cHFS3Ag', 'Casa Maroc')
('l0y8gpjPM52c0kKVU7z6Kg', 'Bar Symon')
('VgKcLDrd-fnSl7HHTQP0Iw', 'Vertu')
('ZPWEawq1b37IcMFH9zA-_w', 'Port City Java')
('YJ05ntGlszxACOD5zn1YjA', "The Burger's Priest")
('1I555FApTVfQA9QR9GyIMg', "Greenfield's Deli")
('LEN6Hb3lDet0fNeC2iU0vg', 'Apple Cafe')
('v9VCOZbkQJxdw4-iY1ZXZQ', 'Paranthe Wali Gali')
('ZMtOJNRPIYM4HQpvAt2Iww', "McDonald's")
('DHwG62oZACWX80Y74m1cyw', 'MOD Pizza')
('sbPuQIxzYsEBWXyzMipIxg', 'Chicago Deep Dish Pizza')
('6oVNFn3u-pkJAnDRqlckSg', 'Caffe Demetre')
('deaiw3nhYgDvq_6GoLFcJA', 'Villa Fresh Italian Kitchen')
('nc2ToNeakcNlFOggSuh0SQ', 'Comebuy Teashop')
('emtAyZPvp_0b40levOzcnA', 'Blue Burrito Grille')
('Zr2rgAuH88K2Hlp_Uo0BEw', 'MED Bar + Grill')
('JSFhJN8VMPiDzur6yAclHw', "Fai's Chinese Food")
('x3nZVmEyXIYu3z5_dfbvTQ', 'Columbo Room')
('xY90cIKTj9rVYqgJmFxgJQ', 'Good Olde Daze')
('gTXj5fdu4X4MA7x9wzSwIQ', 'On Wok')
('mM5OXJAOcYArqBt3nvGl_w', "Dave's Cosmic Subs")
('4jswtizEiT3-ZMauIzWXxg', 'IHOP')
('CxvirkRLRYaspG6GKn73YQ', "McDonald's")
('7m9Yrao0J831ElU7SgSZxw', 'Old Bleu Cafe & Eatery')
('z8HtGSCKh8bLHNvL8Mo8AA', 'National on 10th')
('D0CmKnqGOf_jaPgECFZcCw', 'Good Fortune Asian Cuisine')
('24Td_CQH1bonWKff1rt2vg', "Matt's Big Breakfast")
('BJz2p9TJ6t9Po4TT0GeHFw', 'Rennerdale Corner Store')
('FlSC47gipnoXP64XMOXxcA', 'Sweet Dessert Café')
('-jKBFjNTbiafSdunQy6dlQ', 'Mandarin Super Buffet')
('C-lAQbNBuXPGeoPWB0_V5A', 'Cafe Imagination')
('iXXTFcJgOKJbHgdizC26vw', 'Subway')
('ctzH0uqGz6q_o2nuCrAUvA', 'Sushi J')
('AVLKTVoB43D3sVBtSxsz_Q', 'La Coupole')
('apgC-PWGyFmPuCv-ct2h3w', 'Chop Chop Chinese Kitchen')
('211CZ8QL7SrdW2UGMgHEUQ', 'Ciao Europa Cafe')
('sqdhck-Ad8UiBTVRbhdepw', 'Rise Biscuits Donuts')
('Kgu-Ny8xoYtiUQp0wa7vwQ', "Moxie's Grill & Bar")
('8qTuIU_goGWDoFdYFGLJUA', 'Subway')
('CeqWpwHBoaxwRcv5btnv6g', 'Custom Built Pizza')
('oBV3dUR6gjci4bKK5ZcbqQ', "Denny's")
('ERX_Dz1prKPk_qXtFhUsAA', 'Indian Tandoori House')
('MNsCb6oI_W4F6OCZ90Qbzw', 'McAdam Place')
('sSD8LQ46R-vA5BSfT7lsww', 'Yours Truly Restaurant')
('tFPHbbzlHJKIzY8uooVF8Q', 'Fuddruckers')
('ZC2em4oa1xTsGr5wnu7Z1A', "Janet's Restaurant")
('Pn8DcG2Uz6Ly8tO_EpI5tw', 'Subway')
('PNzir9TtJAD7U41GwR98-w', 'Line Thai Restaurant')
('O0hMAhsPFociX9wBMIBOdg', 'Fuji Japanese Steakhouse')
('tRSUE3l8T2ptsj4LMk8Ysw', 'India 360')
('8EvgKu_VpVXJ0KUvrxS7BA', "Sardella's Pizza & Wings")
('mrDKrJjS1O6cK19xFtcbjg', 'Caffe Napoletana')
('N3kBSwTiplhiCSyhEdrXrg', 'Peking Tokyo')
('tEz-_4c1dxqClu9GdX24MQ', "Mike's Bistro")
('rS4vCHv4UPjYLiDN74Y9Gw', 'No 1 Express')
('6HMwB2wCKezd7aKzQd5asA', 'Love Sushi')
('zKwzMHiufpQ3bRAA7R7f8w', 'Mambo Italia')
('1Wwf8jv6CN-6Q3nkKi4aEg', 'Pizza Nova')
('CsPwmEdU_ZnKu_MZdoHDYw', 'F+F Pizza')
('OqYZdBUgmId7tZMAVpiFCw', 'Biagio Ristorante')
('ABRgXNwdOX_JyqChNr8IYw', 'Swatow Restaurant')
('oQNIgdkUigwRDorNUTH8fA', 'Burger King')
('rkTFLIt_Z1bYMIuXfSyAqg', 'Wonton Hut')
('6e0Abng1LRexKI4LRJTX_A', 'Algobertos')
('3Kx4IdA-knGK-9QrGtGl2w', 'Dickens Cafe')
('wsH4Ww12Y2EpF45Oe9wTaA', "Jake's On The Lake")
('P458E2QRUgrCTWZfKoO7bg', 'Hangry Burger')
('MJyKhCf7lu0XPhCbo-TnbQ', 'IHOP')
('SfzMd1bA1g5XDtPgyTD8ew', 'The Strong One')
('SI9yGUI5BooqOA7M_uQSdg', "Wendy's")
('sS-DChs2ycYTjENBd1SIqQ', 'Bear And The Honey Specialty Bakery')
('yYyAdIxKBvFbUa19Kymq_Q', 'Paparazzi Restaurant')
('n2WUxe1YnEHIOwK1NJ1MkA', 'ArteZania Kitchen & Cantina')
('EBai30hil5U6WzOQYwPIXA', "Sammie's Pancake House")
('doEpdTg3l55-IWemTlG3tg', "Jimmy John's")
('gIno_cXhvn6Om14D0I2vHg', "Carlos O'Briens")
('33x4tjDy-wORKipb69AynQ', 'King of Shawarma')
('Q6gAdHHkPeJNZzG7yXfs8g', "McDonald's")
('ibkwcLZwaJ1pnPJVaI_-uA', 'Swaddee Thai Cuisine')
('5FAY_DhlgvNyUABqAgZZIQ', "Mark & Philly's")
('niywGbCHhVV4V7-lLbCrXg', 'Boston Pizza')
('O0KPQu0zouowlJZWsJrSXw', "Federico's Mexican Food")
('Ri2IkvrDVM20XBNH1034Qw', 'La Catracha')
('GmYOYKLbwOcfI2mUcfOFdQ', 'Tammie Coe To Go')
('viCWNmpnYWCdWpHOHGjerQ', 'One Walnut')
('wAq7H1WDWdClOxh_MMJhZQ', "Wendy's")
('oEkOj9NXJFrjFn3NBB_jpA', 'Rhythm Kitchen')
('xrA53WYhRCml2bMfpQ_Hig', 'La Palma')
('szlK9dJSHeSACNYFO9tfwg', 'Henhouse Cafe')
('32FTAxYkehRO2lozvGszkQ', 'Subway')
('teiKOt7AMaLCt-cEDBl5uQ', "Kane's Harley Diner")
('wN2zNgEK-QizEA_NKAHj6Q', 'RA Sushi Bar Restaurant')
('4aAf2nAr86lcDHzqWSaYuQ', "Alexander's Pizza")
('zuomeUrtQzmmb8NJT4snrw', 'Kim Heng')
('15mZTt8yz8iH11fZ943FxA', "Brennan's")
('Lj_C-CvuK-3V58AsIpkikg', 'Genghis Grill')
('MjOFnVxoKeOikgBGTZ-UcA', "Eat'n Park")
('Qgh-6o1N_GG_BFfw0pxBtg', "Papa John's Pizza")
('KhBRnmB4D3NxcsV9dg8giA', 'Birds And Beans Cafe')
('oi5BvNYKud9bGC74XcnwEA', 'Kelseys Original Roadhouse')
('dLRJhdnelmOXRa3WeeTbnQ', "Rizzi's Ristorante & Pizzeria")
('2KooqK40Nd80sgIPE2ScyA', 'Sambuca Grill')
('j6AypQJkzIzaTdENgBZ9rA', 'Maple Sushi')
('0oyzNutZ--rBqP_boeegPg', 'Best Friends Family Diner')
('4I4OoW0tbaoG4I4D2spF3w', 'Del Taco')
('G-zBjYkBAqNTHWqsvdq8Ew', 'Sakari at Monterey Bay')
('c24ZZshnU3sKqHQF8K_7Yg', "Bernardin's Restaurant")
('OBgADmTbPhCNVKFMyxRG-w', 'Chateau Kabab - West Island')
('yUh85ZlAq_zZ9-rRlvCgcA', 'Sacks Sandwiches - Phoenix')
('ENplmnTDn6Xpbt548yAtZQ', 'Cha Liu the Dim Sum Shop')
('B9Qt4Eyk3lpz2LEtGU205g', 'Cactus Club Cafe')
('oYWixgv1kiPV1j02TYzaPA', 'Mix Zone Cafe')
('S_IKNmwtFVRF9gDoKwE1Zg', 'Shigatsu Restaurant')
('CAuRuA_cLZUCJdwgJkCxGQ', 'Aroma Island')
('NVtejin_G1SUXc9g9Ii-wQ', 'Showmars Emerywood')
('UlI0TksGFiIXtcbtg2KalQ', 'Mi Pho Song Vu')
('spDZkD6cp0JUUm6ghIWHzA', 'Kitchen M')
('ryg0tYK7q5yUIFTp13uZvQ', 'Pizzeria Toppings')
('_3V2JcCf2yVM_ygKJ0gIAQ', 'The Mongolie Grill')
('-1vfRrlnNnNJ5boOVghMPA', 'Red Ginseng Narita Sushi & BBQ')
('H2RlCPL094oe9Hiq2djYrg', 'The Grind')
('vvA99tqHFMVgHnB7WmhO1w', 'Sandwich Box')
('ueBZ4UoRXdq1eXrlPgnf5A', 'Canton Wong')
('mJzm0yQQ16iBfkmOHFvwRA', 'Il Pagliaccio')
('kqM_bA4eEAnIMekmyWB5WA', 'YooJ Express Restaurant')
('w-pXv6yfjkA0wi-yi3F8UQ', 'Burger King')
('NWShdXN1oAc3Kp30YthUGg', 'La Ligne Rouge')
('RMiE7_RB0yreZqTrPEgBMQ', 'Dari-Villa Restaurant')
('6_kSCuQP5U4W8SfD8VVNZA', 'Shish Kabobs & Gyros')
('yAXWKWRTs4wNy-zrJgoeXQ', 'Café Tranquilo')
('KUOa1acSFn6DkO9jp-sn6A', "Famous Dave's Bar-B-Que")
('x3KmMr1qSFaxUZ24K-YpbQ', 'Panera Bread')
('AB6xAAxRRVS8tJgbW1aphw', 'China Lobster')
('ueQCSnUmb6Rg8-7yOJk_Rw', "Tom's Family Restaurant")
('w57jrfwJyRBzqZq0Sf5zxQ', 'Bubblemania Cafe')
('Q4LgYiMBZze8fw6t3kb91Q', "Marco's Pizza")
('JqGpuceoglsKJz_Iagh8Tg', 'Great Moon Buffet Chinese')
('oP4wK5fAqBL5bV5kPc-_Kg', 'The ROCK Cafe & Restaurant')
('2GjI7LMmVBt0ZCC8HV4c6Q', 'Souper Salad')
('0SRNyDE22MRvcknYXS0b6w', 'Sushi-Q')
('XgM0LZ5Zr9SJx6H_jncUVw', 'Noodles A GoGo')
('zz2AP9CHRvSZbpLey10UeQ', 'Soban Korean BBQ')
('bGWI4ukY0PlnXzKICDZdGA', 'Dairy Queen')
('6p2cETsFrlX8ZUjLRUJJbA', 'Restaurant Chez Lien')
('7bkA-nYNZTAAXF9i5-o-Kw', 'A3 Napoli')
('5R3MmufV_Ay0zJ6Q7oNMaQ', "Domino's Pizza")
('CMkayuNDHPcd1dxO32kJyA', 'Spice House Indian Bistro')
('Qa28KVKttuch8opQfVRUAQ', "Cup O'Karma")
('deI84pfI76aKNBckQBPwhA', 'The Oyster Bar at Terzetto')
('W2LWXzFwLPMchme_UPoIwQ', 'Little Caesars Pizza')
('2XibM_ahlC7kRP59gLOnCA', 'Thai Express')
('nupAsas-_hc8225O_5APMQ', "Harold's Chicken & Fish")
('gSR9bmBa0HacSuMX5BIAxg', "Marie Callender's Restaurant & Bakery")
('LLWOrt8Vo5kyA9qeo-Y76g', "Moreno's Mexican Grill")
('T_qUbVZV7EFUg95SpRxO8w', 'Tiki Ming')
('Yo4mhKByMi_HZ730cTtoOQ', "Floyd's")
('SLP7aSoiwfv6rPUhs16pyQ', 'Restaurant La Porte')
('EBwKRtjNeTjA5viMpc5lqQ', "Lucci's Pizza and Pasta")
('TcWlYyRE_qggTBAutEfSoQ', 'Burbs Bistro and Bar')
('43SdD9kWXB3VwDERDxjGlA', 'Panera Bread')
('EcsUxHW1keLUl5w-3ZEbAw', "Dickey's Barbecue Pit")
('jSanrWAljnkRBj92o2Qzog', 'Subway')
('Ka3z0iudeviL2nEKZ4BeYg', 'Tijuana Flats')
('lsopUiYOltljpfYcPq9Sbg', 'Eggs 4 Life')
('Tl7V8AztDY8s6Jr8yJNKcw', "Papa Christo's")
('O9pveVVc5jppGrF8UXPrmA', 'Avocado Restaurant and Lounge')
('C-C6LzR6xJ4w5pu6pNg9DA', 'Subway')
('xg6X-QhO5kTv9PtFqJp-OA', 'Cinnabon')
('sc__kdcFV4IcNTfBx1707w', "P&G's Pamela's Diner")
('xTf9XC5JG4Al7f9mP5tpsg', 'Burger King')
('Bi3520lcx6UQAYZPHADZaQ', 'Ancora Coffee')
('uA9tzuzID3t5yZ8rhZ1bQw', 'New China Jade')
('G_22Q3dn5szG7W8NpEEgwg', 'La Cubana')
('tUxOHYVW6e1l2frBQ7pAtA', 'Congee Wong')
('0vDqYiaVnr0q7TaFv73gtw', 'Bazaar Global Food Bar')
('9QcNqAiTUNh1XAeCUgJ5pQ', 'Pizza Hut')
('2qTT_zT99eHT4XqEJTOKLA', "Congin's Pizza")
('PpwnEPXJwxnmBveEjgb5-w', 'Cozumel')
('cdu8bhLaZ6oVYxnK65FPzw', 'Feel Good Tempe')
('aiX_WP7NKPTdF9CfI-M-wg', 'Culinary Dropout')
('xWq3LQw8w4OIK-fSiGwNLg', 'Fat Boy')
('uBdYMY6a6A7FyxzTSwOiDg', 'Kitchen Table')
('aJR1iUWwNVBM692gq7adBA', 'The Wok Express')
('-zNJQZyjNQT8zymnX_eU0Q', 'Streets of New York')
('DBnLtge5LRkLzVqJFspfMQ', 'Scramblers')
('ZDoXr27YooSll6FTD36RkA', "Fazoli's")
('CSKLjqgN3ZsrihIvPsz5cA', 'Bootleggers Bar & Grille')
('Jk6GrgeclkZ8pmI1aAECzw', "Becker's Donuts and Bakery")
('mYco0c2HXIGMs-XdrNnDjA', 'Carters Landing')
('wuuJhxMDAj5gGVdvobGHJg', 'Les Trois Petits Bouchons')
('AurgTYGyCItvvgFp9NQBag', 'Subway')
('6lovZEiwWcRYRhyKd94DRg', 'Smashburger')
('gZ9xYxJpBi0Rovw4rTbl5Q', 'Almaza Hookah Cafe')
('QcvRr7GpHYbjUUKamX-b9g', 'Capucine')
('CSllvnL_I0ZLFuwWKB_waQ', "Denny's")
('QMB3hmb_Yv6Vk-HLiM2cdA', 'The Veggie Thali')
('7XvmghjpF4lwigeY1En1_A', 'Mariscos el Cochorit')
('1N1pVa5SYqzopS0wvlAavw', 'Burger King')
('wShT0KXCW0ZAnNKdJr_1pg', 'Panda Express')
('N0tp1hviGIgq8HIwvHTT9g', 'Sumo Grill Japanese Restaurant')
('99j5vhhtFJIefXDLsmA29Q', 'Inizio Pizza Napoletana')
('YyxB3K1ORzc7ChMKgyxm9Q', 'Subway')
('xcVt5Jt7aT_1ferWBXPWTQ', 'Ice Tango')
('UK2Onb024Azao0DrTHSvhg', "Yanni's Greek Grill")
('ZQ0CBGI50UsOq2BZe1WIHQ', 'Union Barrelhouse')
('Mqob2l92ZZXAsEeTa2jrhQ', 'Amir')
('QJ8nA9dgfJagX66238Ne5A', 'City Tavern')
('iAD5r5vNOzc1AP6UA5yFiQ', 'Bella Fresco')
('Wn_YnAJbP0cnQqYtQA8B6w', "Jersey Mike's Subs")
('IRRfbzBmmacXX8ScvLbpWA', 'Pizza Hut')
('-_DxZ8gKU50sfuZEu4ypKg', 'Saigon Restaurant and Bar')
('gBEWJ4b2OvUmN4Oh7ju3hw', 'Iron Chef')
('muvmtEIt9XhDkMwYwALSGA', 'MidiCi The Neapolitan Pizza Company')
('CcAEq2yG2CfUUTe1nm8xBQ', 'Cousins Subs')
('-kOAY_7PlNBzezdo6jNvqw', 'Longtable Beer Cafe')
('d-NDnFSfwUZ2wf4aDBic5Q', 'Cicis')
('NUQrKfOH6477lHG4xwhBxA', 'Taco Bell')
('PMSo4nD_lDKynndNCmDt5w', 'Que Sazon Food Truck')
('0-CXwwVL-u0tc0FOuSExWQ', 'Press Coffee Food & Wine')
('mgQGkdI-qpj7ugWD0Q2LpA', 'Tango Bistro')
('IvTpZowBC7_4N5xTXsaQpA', "Domino's Pizza")
('GDaodklIFPCdpjkHlLU2tw', 'iBento')
('FhzGEjtX4ieb2BzpKy_hGQ', 'Sake Sushi Bar')
('JJIJyUUs3H9mfRI2nMBDWA', 'Varsity Pizza and Subs')
('tDjYWt7-6qLorIem1-SQlg', 'Yellow Chilli')
('EgRpbUZKPiotTXdrOM06VA', 'Cuisine Bangkok')
('5GZT7eHarlwBAAtSThUhZA', 'Knife & Fork Restaurant')
('aGm-oWfLLUWxQypES1mv9A', 'Amore Pizza & Wings')
('MVBCWXTDtU8C1Qh5mMNSKA', 'Gold Mark Chinese Cuisine')
('hzyJEOGMQRhV_JVIcA5VQA', 'McDonalds')
('qNRU64OOQjrhQMolOqhSmg', '8ONO8 Musubi')
('Yiw2jUJzUdFmglHZgj4RaQ', '808 Tapas')
('H_eO04NZAQIDcbtFQ4BUag', 'Bobo China')
('4rGj1j9jApydjk8_ALHDWA', 'Food Court At Fiesta Mall')
('igJ2oTN367-muOaf0u-wuA', 'Panera Bread')
('MY54wQetbcfjQb0kYb1Bwg', 'Sizzling Skillet')
('pRVZcwZ-6uhfqRjZyTdCqg', "Lenny's Burger")
('X-_KD0nInfFQYa7MPZE3cQ', 'Calistro California Bistro')
('ano2kjGRGh4rSWMrM5gqDQ', "Arby's")
('Yi54-8B0jQTXsE8cnfjcxQ', 'Subway')
('S-WbBty-kGOO3Fmwx3Jmlw', 'Pink Box Bakery Cafe')
('2g4jkEMwQxIwRqIEXiX0tg', 'The Seafarer')
('8RFrcIjrpisD07ygcKwjPA', 'East Of Chicago Pizza')
('S_-11XsEVHbXCZLz2os9CA', 'Dark Table')
('hDDh3dtuFZyty5KOUN0JmA', 'Gordon Biersch Brewery Restaurant')
('rnCkjgSojs5wqCaeyKoAVg', "Ray's Pizza")
('8-VY_11PIV6lPZThsVPhtw', 'The Tillerman')
('TgTiw8lMYoRNreSeYN9qWg', 'The Coffee Press')
('17jcc6RYsSgf3NgWE0LUYw', 'Grenouille')
('PlIeEj0LRr3p1rX5Svujgw', 'Firehouse Subs')
('lWc6CdEyEpThhnKc-2Nbtg', 'Quiznos')
('Aj9FEJdUtZhgsdHazNzMnQ', 'Pink Taco')
('xcL8PNpRygalnejv0bp1-w', 'Tacos El Compita 3')
('tQI-ffarZ5zgbifwpXYs_Q', 'Phayathai')
('vMyt2_uQOSbtYS0i14pr7Q', "Steak'n Shake")
('YwTtrKCE_9OaMe9xASCOkA', 'Szechuan Express')
('CO5ofU1HQIBf1KWvb5ysLQ', 'Shake Shack')
('EAFuhvRxoAhYARuiXCsUSw', 'Dos Coronas')
('twrgw3ZaMEiS87sN5ahuuw', "Angelina's Fry Bread")
('y1-FeVRdx0GhgtZKWghKXA', 'Tortas Manny')
('mRZCTkOgDc28VWYMvo3nVQ', 'Shady Grove')
('3TRgD3KLVis61eGvMZrykA', 'SK Seafood Restaurant 勝記')
('8whaol4NzTlIgROeShwBWw', 'Taco Bell')
('pCb0jYxksLR562vV7As1bQ', "Chris' Deli")
('670xouWVqBXZ3yPgrIQ6hQ', 'Rendezvous Ethiopian Restaurant')
('caAANdFlQipZGQM-jgcrYg', "Charlie's Steakery")
('64dfRmMmUsOdLnkBOtzp4w', 'Gallo Blanco')
('sv-PYw3Jh2Zee5hbwa_lgA', 'The Coffee Cup')
('ZbnFrow_TRDhpzkzTWAVPg', "Fran's Restaurant")
('iYT30UPGmLdmTRaAKz0Vvw', "Be's Noodles & Banh Mi")
('hYl2qT0fSae2EkLVcvBoSg', 'The Good Egg')
('Bh3duLU3aASnt2TZ97TJnQ', 'Chess House Cafe')
('1FlIbmN4aNJuXsGK0shnfQ', 'Leroy Fox Cotswold')
('PLa2EQ60fVpHoxJC5UmQ-A', 'Costa Verde BBQ Chicken')
('ECKXHrl2GqNKRMG9jp4trg', 'Good Fella Korean Bistro')
('_RxbfEugCvI93ByH2Bg_oA', "Lilly's Thai & Vietnamese Restaurant")
('ViqEr7Ir4AfaDWABd2eElg', 'Pick Up Stix')
('LDZL1lr2VqJaspKroDqZHQ', 'Eggsmart')
('ro69vDxjgaDIIdRgTrSE_w', "Vinnie's Pizza")
('lVfZ2AaYRYHCFenUMQna8g', 'Super B Burrito')
('oGYXSVs0ympLy0ur8Qnp7g', 'Taqueria El Buen Pastor')
('jP7zIbDXor7fQ8phrU6LQQ', 'Pizza Hut')
('2wNI-81CncuC21xr92anTA', 'Urbana Garden Family Restaurant')
('gdLqUDIIGnZvd4eis20yLg', 'Cork Tree Tavern')
('NHDdAZJqS3cf_K6HYxoQ9w', 'Restaurant Dev')
('LAAl7t-Ma93BkRzSPDqvgw', 'Redfish Bluefish Creative Cafe')
('EAs61Wm1O6tLjCs8t2eP-Q', 'Wok Wei Asian Cuisine')
('UofBwHXQ8XR-tI4MwkrJ0A', 'Jans Meat & Delicatessen')
('NN2qR6FlQFQG1by3LWoT6Q', 'Mr. Arancini')
('idwwA8MR1e3tmuOwOnoBuw', 'Carniceria El Mexicano')
('zWKpPyzm0W9N5OEPDuwgMA', "America's Taco Shop")
('eJ0b0sZNrVV9Jy2NOgdUfg', 'Small Town Food')
('Pnf2HbEcfZ4POhBUSUTq6Q', 'Hero Certified Burgers - Queen & Spadina')
('1PNbwRBfXYzWrnV3fbys0A', 'Hot Duck')
('4WzrYoqJGrCMhoF1Wi_wmw', "Mr. Mike's Casual Steakhouse")
('lJbMyOToELHVtdpBTkIieg', 'Rainbow Cafe')
('hRciQgMwGNx_QKVj5_kJwg', 'Bluprint')
('pl0KAXaQbYN6B2CV_Y3vnw', 'Slice of Sicily')
('IJzt5dKeeYbHcHeJU3vjJQ', 'Top That Frozen Yogurt')
('mI2GqBeadATqOkLPhDNOfQ', 'China Shuttle')
('7Vi4T2E5ePOkNifyr2t6cw', "Parker's Grille & Tavern")
('SVu6fPieP5noUcCWRUdfag', 'Maskadores')
('6D4L8YpkhAh_YwaLmhoMNg', "Romano's Macaroni Grill")
('Hw7DRto7wHg3qz0RQ2t4KQ', 'Café République')
('qVVjbYR0LIfJuIIzgPMTuw', 'Firebirds Wood Fired Grill')
('GM5rSSrYzw8qpbWD-nM0lA', 'Subway')
('dubu2kN3Y9EB4uYGFWa0MQ', 'Primrose')
('Q4AWWdBWe_ojYX1a4ffXFQ', 'El Dorado Express')
('SsgVFuslMoArNoVBEsfl4A', 'Great Steak')
('OfqTPtPSQfCVxaSlY4qAxg', 'Best Hong Kong Dining')
('aAoPO0xJsNv0hoLpjX31zg', "Bojangles' Famous Chicken 'n Biscuits")
('9Na9bDNBwcNgfy18sEHLXA', 'Beau Lieu Bistro')
('phPZ8TqDJE51PRe-rnI3dQ', 'Arax Shawarma')
('9pAjLSoHs95m5D3nP3nY5Q', 'Subway')
('zN4f3aLeCuIhCTPRH0di-A', 'Salud Mexican Bistro and Tequileria')
('jK9J9HimEchVs0-dC-G-fg', 'Sweet Tomatoes')
('Wgx9dIK-EPS9xl62fSZlFw', 'Café Taste')
('GYbkinu-02gQwxBAdIuGAA', 'Creole Cajun Bistro')
('Mpu8IzCGs805YBiwQ9IgFA', 'Tacorrito')
('3x45Q9c5G6VBicedNKrXxQ', 'Pita Jungle')
('ZS9v8ceJte-kbvdy1asXfA', 'Café Névé')
('1Iz9OlIJi12jLWrQYoUsAA', 'Chianti Cafe')
('e-VnK6aV87kpu1dMQJB7fQ', 'Sin Son Nay')
('mfcFWwG2z0kTFeLNq2mrdQ', 'Cookhouse')
('UKaOWZt_v08yHmDTcIuVdg', 'Chez Khady')
('uIIq8zs_37yOspXy0nBcew', 'Little Khao')
('yJLxYFLB0W94yvDsVL2sbg', 'Jack-In-the Box')
('BGGQOJQTQerEQu0kHbT_UQ', 'Bandera')
('E_8qy1Zz52qPE_RfY28krA', 'Tutti Frutti')
('XtyVW7s4Q_hwluJ-wdv79g', "McDonald's")
('lk02Yf1xJ-8Fg2b-2fTZow', "Mike & Tony's Gyros")
('ICi6VRPuIpdOJ-zNiG5RLw', 'MELT Grilled Cheese')
('PtBYoyHs9P3SNG-8G8-EGw', 'Le Pirate de Laval')
('0MWdg8aiQgcaYdwsko_doA', 'China Bowl Express')
('VRUtFKBw21UqtJpXUXSp_A', 'Burger King')
('1kHr1RTkm_J-dfrq-HPBug', 'Viva El Taco')
('EC_Ha8AqzgrOD0xpxBpfZg', "McDonald's")
('DGPo_cIF9fHkfgYQkxhiMQ', 'Mr Souvlaki')
('oxv2UyI5yF6yawPU20tOxA', 'Old Town Tortilla Factory')
('YZc10f4jCXM0-TdkxXl7Wg', 'Los Mesquites Taqueria')
('5QqzW0GZKqRpJVW17BRzvw', 'Lot 102')
('vFDHpa_khHQi6HqcrG_ZHw', 'Firehouse Subs')
('-ijns2EKG9ViCbwfcbxI_Q', "Subs 'n Such")
('A7f8lp2v3PK2sH2JHzX9YA', 'Un Autre Restaurant')
('jOMtqF2XnRgOZ2eOVLoxGA', 'Soul Foo Young')
('aFGRzoMkSdi010_ECpFOhw', 'Starbucks')
('gp_bu7Ah81qaBY3M0Leffw', 'Sura Korean Restaurant')
('VDcBThHQHE8dTFdoghQwFA', "Papa Murphy's")
('JKDuPY9hPajOVQZpKPCzpA', 'Treads')
('MIPLR8wky07QT1oVFs-d_Q', 'Fox Hound Smokehouse & Tavern')
('nist6UGz0213A9kTrwHJ3A', 'Little Bite of Italy')
('RgVK8Za3n0orgm_aooV9bA', "Federico's Mexican Food")
('V1zvcs3Ba30qM7hgb69GyQ', 'Taverna Santorini')
('HkLoNKk2aYhuUKgKCNU0tw', 'The Ol Pizzeria & Cafe')
('Iq4NUW8He1gUWQMV-Fj20g', 'Indus Tavern')
('JIdYxFhQTRkIkNqR2c3sYw', 'Déjeuners Eggstyle')
('c-l4nDPZcEwapEiV-Xf08w', 'Ilios Noche')
('sUl1-jRfPb0xoV2-p6M5rQ', 'Gonzo Café')
('RQ07VP-YioitUWlM-PbIFA', 'Bamboo Grill Yard')
('k6uTx48xCljSfIFCYKmrhg', "Osmow's")
('Z4TFS7pnp1p2zExT-uq9AA', 'Wienerschnitzel')
('T8dkpJbVjNRmQ8eb5d0qtA', 'Clock Cafe')
('IpPg0WIJFGuEahTM55e4pA', 'Diamond Corner')
('nOnyzCNbWCPu-I8XskU1PA', 'Wild Horse West')
('2WjghzMpdgTTQfEM2kFb8A', 'La Palette')
('9OgQv2RAF9X1-uEnR78ZAA', 'Pizza Hut')
('kvGkveYKwjk-ilqXCl_Log', 'LaGrange Village Pizza')
('xhyzmAnZp2snpBklfcr3Sw', 'Sizzle Korean Barbeque')
