9797 businesses are not restaurants.
('Apn5Q_b6Nz61Tq4XzPdf9A', 'Minhas Micro Brewery')
('0SdBUBJ7uBGj9bEJQgeXBA', 'EAT West of Brown')
('eXbvy7uAzJRQoDRg1FAT1A', 'Granada Bar and Grill')
('TmByhkKxWQa2Bfvyk3Aqxg', "Raising Cane's Chicken Fingers")
('XA_m9daZl2VFDA6alnkBvg', 'Poki Point - Poke Restaurant')
('k4vtYbObHxa2WAJSlmhzaQ', 'Opera House Saloon & Casino')
('MkjEpBea6sArBdK8za8MIQ', 'Carolina Ale House')
('xcjEnqXQU4a6FfomtQR9tQ', 'Pennsbury Pub & Grill')
('8Fzdrfi-bsmgTlxr8pJQGg', 'Winking Lizard')
('uSb9hsK60QSuh1NoVhcDXw', 'Auberge Willow Inn')
('MM8n7SPaIuMlDGbUM5SZhA', 'AMC Dine-in Theatres Esplanade 14')
('oe6srp_GGRncy5ODHNfW0g', "Michael's Pub")
('WSTnkk99tkFLj9iOry910A', 'Servisair Chinook Lounge')
('aJGwNNWwM19OuvAvK4AKZQ', 'Epic Hot Dogs')
('jGZRh1xFsy14fec3IG6-Hg', 'Kopper Keg West')
('yt1C94WXeUokPsjyqWWaiQ', 'Caribbean Palm - Scottsdale')
('ucJz9Ick_GtR9aG9JJtjTw', 'Chick-fil-A')
('03gM4aaiio6Hymf1HgfMeQ', 'Lulu Bistro')
('2vQl7sm4oLWrAWtdoSMEaA', 'Shark Club Sports Bar & Grill')
('xRVvyKRvDtmn37B_YbcKBw', 'European Quality Meats & Sausages')
('QMpy9X4gqqqRY2QwG2kxVA', 'Astoria Cafe & Market')
('3CSypkv-tJsf-CzXc3qoXQ', 'Village Meat Products & Deli')
('KtrPzjAin1w1ASrp-sUSIQ', 'Chick-fil-A')
('OiBCXQYobQyZvqxZGmixiA', 'La Nortenita')
('NByukG_L5phed8QMOVxfgA', 'Z Bar & Grille')
('TG6bz3o1vEjVcedBtFQ2yw', 'Boston Market')
('eY31R4Fy22ynj-FtnUUeAg', 'Raging Bull')
('n3cFalLLuMyAy3Oe2dcwQw', 'Bonchon - Seven Hills')
('swX3Vj3dQsz1YlCRmwNQEQ', "Eddie V's Prime Seafood")
('FHyLqyxVt-pt6mmOzFbAVg', 'Dawg Haus')
('GgDIc9JgB471jlrhAc9Cmg', 'Laari Adda')
('S_1yoGqCyY57rdzFav67eg', 'The Leaside Pub')
('YV2-i3g657ZP-vDER2dv7w', "Hanini's Market")
('Q94ivaOTq5dJLq2GsRjg1Q', 'Adams 7th Street Market')
('vX5ma5Nwrzqwdz949AmVVg', 'Native Grill & Wings')
('AD99Ik0HpQq3F_21OIjOIw', 'Pierre et Pierre')
('0V18KwdtfsdrIu9xyO4GLg', 'Thai Delight')
('-HpY7t06AtvasLfJJmY2ww', 'Husmann')
('Q2T-CV6p5sq7DGVAaNn0tQ', 'Regal Cat Cafe')
('yOWggxs2fx2BDMeA1P_Yeg', "Jason's Deli")
('AYio05fi_8aEYOo43JEqfg', 'Spice 7')
('_JusTiXCx4qqhO_HfLsUtQ', 'Mr. Bangkok')
('-wacMjBR6_gz1AAGlulSDQ', 'Sheesha Lounge and Cafe')
('KIanJQ6ZouQRQeaim8gZHQ', 'Provenance')
('z626nwSqXeZZGutALxRIBQ', 'Smokey & The Pig')
('5vhMOTdnpz5i1JJjtRshKA', 'Restaurant Depot')
('te4HgRSFN-l_lQWWYquNnQ', 'Subway')
('b908mnxrJ1b8VXOFfQ9h2A', 'Brasserie des Rapides')
('dKRuSDoP7r_Qn48uSEBfOw', 'Ibéricos')
('i4l_Qr_zIz6PgyDktkf5dA', 'Hickory Tavern')
('3nRaWjtgTxoqtpHKJy5u4g', "Bojangles' Famous Chicken 'n Biscuits")
('9vTFDfD9j8up4IJFIcx07A', 'Win Wah')
('5mb-6Guz9xqNXMigh8noMQ', 'Brooklyn Pizza Parlor')
('XvpfU1FpZ8CNP1_gH67ZyQ', 'Antars Sports Bistro')
('0o9imYHyCGVvkR0NyJDCoQ', 'Lipstick & Dynamite')
('t5mTYSaFtxiDGWVVR_A6qg', 'Cool Runnings Restaurant')
('OudlgGPrnAexhMaJL-4Guw', 'Dulce Aroma')
('09pf_DnQV5Y5y2reoIPXlw', 'Primanti Bros')
('LGji5xMcbBROPiip4mu_LQ', 'Arizona Sandwich Co. & Catering')
('b1fiN3A2fmsuQzNvIRtiPQ', "Krispy's Kajun Chicken")
('IPF4KcnNTuITlyiaSooD4w', "Tommy's Fairview Tavern")
('b48IZPvY6MQO8MXK3uCNCQ', 'Village Pub & Poker')
('m6XI2DDUqsg9blBD1IAnNA', 'Road House Grill')
('7MltaA4C_wYJ72JHCOS4zQ', 'Cocothe')
('9q2pK0s1-3xUZKbTzVcGGw', 'KFC')
('IVSLNhvMr_S1z1oCi4-NaA', 'Shaganappi Grocers Store')
('6-yG0OQe-mSRoz1R72MkKg', 'Hooters')
('nCY06x0LZ71W3sUbA04X6Q', 'Marché Méli-Mélo')
('-bE8nlxctAfJQ3Un4MaZXQ', 'Cadillac Cafe')
('ijf9tBHePS0hpZ9GdZwz8g', 'Crux Comptoir')
('X17gJz1zuPQescVK1lnQLA', "Ballers' Bistro")
('3b14ebd1k9y7VJbp5hC0gg', 'Beaudevin')
('oFBbCtYE_BvuCMsH-yGNJQ', 'Life Cafe')
('a3gVxyKKpYHPuUaKEDNjjg', 'Foxcroft Wine Co')
('2XRf0CAR_FnK1-VTeUAdrA', 'Red Line Club')
('isdHX5ykjTKfPNu6md2lkQ', 'Kabul Restaurant and Bakery')
('B5hl4fV8ZmwN2bLDgdr0Fw', "Bado's Pizza Grill & Ale House")
('lloXa4skoSO6m7T6yQf2MA', 'Clay Cafe')
('uvWcsnk8cnSzQg9_SQaFsA', 'Babu')
('i5-zE2mHuLqTuZRZVsJuzQ', 'The Living Room')
('LzhAAruTMe888e7vCW4kZA', 'The Tipsy Cow')
('565uVvO-hFqbajFNkt0hnw', "Longhitano's Gallery Pub & Grille")
('rqcywYqnyBoe_0NkgkqhYw', "Aneal's Taste of the Islands")
('SSRRQm8tGCmXXbt3las2Ww', 'Gluten Free Creations')
('86AlQmjMfkxZgH5UquSOPg', 'Hey Joe! Filipino Street Food Truck')
('c65l1HepL-5Zqh_2fJ7ezw', 'Shahi The Royal Roti')
('dn9lwYUxmhs_mLKPu7L25Q', 'Big Grove Tavern')
('T-a4HuTSELZ3qm_nos_Qtg', 'The New Yorker Deli')
('Ctyt6cIbMVzT4jJsIj9H8w', 'Sprouts Farmers Market')
('TPGHJuQ3LBPNZMzhSCEq1A', 'Wheel the Bar & Lounge')
('c-tqu-EZFhVzfERpIu_XVA', "McAlister's Deli")
('hvOE0XwbC4UPfuHHiC_frg', 'Dos Mas Arizona Mexican Grill')
('Ee3bI8VXPU2PGE_vJg3Pqg', 'Tailgate Sports Bar & Grill')
('i5XqKrdEFHvJpqAw3YKrag', 'Copper Branch')
('KPvEo0QeT6b3x_UC6WbsvQ', '4th Avenue Grille')
('WrKAFRFcx6GiLYR4Pshtgg', 'Mezza Notte Trattoria')
('hrdKRLtpwBt-FiC5fJQxEg', 'Coppertop at Cherokee Hills Dining')
('UwapKDB94H9WByuCu4S2nw', 'Caledon Family Restaurant')
('G0QB14AgsULMgwpvSI_P0Q', 'New York Pizzeria')
('V-_Kh0RtKcKdQ0ON4eVQ-Q', 'Buca di Beppo Italian Restaurant')
('V375RQZBGhl3yRU2eF7q8g', 'KFC')
('AZQKMMvX9m1-uTdLPMzK3g', 'Spokes On Southern')
('e_P0OHb-ly0vrWWWFV490g', 'Nice Pan')
('xmAakatNKpvIJ-Fmq5swCw', 'The Market')
('TLKOfsODMF_RiAGAI6IB7w', 'Oceans Fresh Market')
('1mzjn8nQgipFTIrPfCeCmQ', 'Flavours')
('ndd5S4e8gy1CJMcqzVQdBQ', 'Rocky River Golf Club')
('p2sUxhNkYr39LkLL3b8yBw', 'UpStage')
('Ki8seQY5mtXc36xjoMfeDA', 'Flour & Barley')
('rxaxR6lJTYKabKCEN_oa9g', 'Good To Go')
('C6uJ3mbYCuQyy9PK2rBcKw', 'Granite Brewery & Restaurant')
('CyCa2Oco5NjPZhxA2h_TjA', "Costantino's Italian Kitchen")
('ZeeWNTA3wpabS_0Y1We7DA', "L'Auberge Saint-Gabriel")
('zy-5eewu8TNRuWC75g8UvA', 'CHEFIES eatery')
('xDkl-YNowSTTklO7QxNoyw', "Katz's Deli and Corned Beef Emporium")
('ueml2dPvs0ixOYyyNt0OLg', 'Greyfriars Pub')
('mVVoK2ADlKbvwitSqFY2hw', 'Pantry Foods')
('K7QRkS7HZDEDMkndYf0OSQ', "Frankie's Italian Kitchen")
('ZnXNlEMMiQER9mGSGv1NBA', 'Superelectric Pinball Parlor')
('tJig4o4cZmcpZYOksI2wHQ', 'Casa Tapas')
('-xJ9IV9C6WMlz79vEntAJA', 'The Irish Shebeen')
('5-l_zaYVEG-ft0cwyhWpyA', 'KFC')
('9DLz5BEC1ifj-yHHi6Xcsw', 'Goodyear Library')
('3Jay1IbbDlGNqmMMf71F4A', "Nate's Marathon")
('rbQOcy2n8dBPpm5ua3VU_Q', 'Sweet Poké')
('pi4FLFEOn9AhNUxiLbBeHg', 'Hawaiian Style Poke')
('c_-0jkr-MkK2EdlbJaXgyw', 'Willy Street Co-op')
('FB33W3bwg3ADcIJOcLLz0w', 'Pittsburgh Sports Bar & Grill')
('mbKjmz8NIAJGce3Vy3-0hQ', 'Valley Tavern')
('kUPlKgW6OLRw8_rrYtBV3A', 'Seaboard Brewing, Taproom,  and Wine Bar')
('GfOHZc5gBrPHh2Mzr7g0gA', 'Le Saint - Sau Pub Gourmand')
('BKNPoWf3bQoxFWf-Kjt3wQ', 'KFC')
('VBMJjX1rPuwVvzTApRJZAA', 'Hot Pot Restaurant')
('O5efe_Selnf3ABvsvoqqkw', 'The Dirty Drummer')
('6AhaNuoLMIlSkSFvalNsIA', "Fionn MacCool's Irish Pub")
('DuI8BlpnRRwsmmVMt7Yiww', 'Paradise Melts')
('gSMzra7SUF_Q52m_eMH6Vw', 'Copper Kettle Pub')
('nwQq25Nuf-AmtHT9l0BXIw', 'Lula Lounge')
('0jjy1j9Et6ewrTWWhCZ-jQ', 'Sunrise Caribbean Restaurant')
('yHz7GHARkl59UnqC8nsQKA', 'Hose & Hound Neighborhood Pub')
('sRGvlNLbayAgTApVkwstIQ', 'Spicy Sunshine')
('u8vWjm5bzRxV6j31N3tF3w', "Fionn MacCool's Irish Pub")
('PS5ghm09F2km76m4sQNJAw', 'Heisei Mart')
('vuqHcBCbxH36hCFsZ1W-0Q', "Mulligan's Pub")
('pzIXxUDaYVUFwDq6dUf1bQ', 'The Coffee Bouquets')
('XZa97BO8gDFJNwXdt5OjMw', 'Rôtisserie St-Hubert')
('QKhAME4uxgrOn-Aq3OURUQ', 'Harry Buffalo')
('dCVOJZkaV2V0EwexjEzLmg', 'J Pistone Market & Gathering Place')
('3TjoQpHeSnTILBdhxO2pVg', 'Phoenix Used Restaurant Equipment')
('AH3z9nInp0b-GdTgSukWGw', 'Wine-Ohs')
('ZeQqVIgbU68LS_kGyb0WsQ', 'KFC')
('xTVH9u9vuub_v_YHFveDoQ', 'Arizona Golf Resort & Conference Center')
('YZ4P5I-OsQxVVoTENo1OAg', 'Haulin Balls')
('mxsNomAAqQyKSgMSRbpLQQ', "Heinen's Grocery Store")
('XZV6pSuJkfsyoT9eJc3dWw', "Church's Chicken")
('ZyQhwX43V3S0NCvgOtf2mg', 'Ideal Catering')
('Hz6pXloEBWboBaJuEpk0JQ', 'Gaylord India Restaurant')
('olcmJozm8Oq0yTQHGAJYfw', 'The Post')
('jtC1InrFV8gK2NRSCto05Q', "George's Tastee")
('_i8bxzVsT7pXBjzNWkxetA', "Lena's Roti & Doubles")
('unCBvnNQm0l9AFjUuwuBJw', 'Buffalo Wild Wings')
('YRCPmwsdyshc2EOOT8MhvA', 'Boston Market')
('0yjLZZx708uJbierAonqQg', "Church's Chicken")
('p45zoSxaX9FC6JBoyw6DKg', "Steiner's Nevada Style Pub")
('PSYouAbQHneC9HDvt1B0dg', 'Chop It Salad Co')
('PVk7KKTlWRygSF6dExWYCg', "Amélie's French Bakery & Café")
('QxKTm1nGBZhCxCmOGCZdkA', 'Havana Carolina Restaurant & Bar')
('D55S2yK1sheOVQwZyCMDQg', "Whelan's Gate Irish Pub")
('lbpr7FMsWJNcaOQDHW9Qng', 'Zax Cafe')
('zYb4kj2R54R2YPeNm829BA', 'Sauce Italian Bistro & Bar')
('sEA78pHMsVhvQQI8rPksUg', 'Mid Town Pub')
('Egn5h9fStvVKcFH7kaLQig', '3030')
('3rWRNL9sFX4YiWPqaUvUzw', 'Hard Rock Cafe')
('94sh9kS5DrmK7sNRYrASfQ', 'Chick-fil-A')
('LeqYXawjMwTf9x9Hx73R9A', 'KFC')
('kzuTN7d_1dKK55fKYtCY3Q', 'The Kilkenny Irish Pub')
('8h5nYr8aLQMPH2ajan6yYg', 'Voro')
('rfvdrAv1yq5_5mFl-aOAdg', 'Red, Wine & Brew - Mentor')
('cWZgqO5H-qYuCz-BjDUB7Q', 'Bad Dog American Pub')
('8EWTMelykqAK81NlZUFsqw', 'The Franklin House')
('NU7YBuWuD9mVV90QMQty6Q', '3 Tomatoes & a Mozzarella')
('CcuKo38SwW54TDlMWAMi7A', 'Taj Indian Restaurant')
('OG88JYN1t41_qqREXq3VIA', 'Manila Seafood Fresh & Ready')
('IJGrBQyYpCBkbZx65H5J5g', "Rubio's")
('CAALCmefoLQtDvLEER4_6Q', '3 Palms Pizzeria')
('ge_6H0CdKEKEdnbWwrqzWQ', 'Zaroob Food Truck')
('5Ug9N6VPHG0W284wcurEEg', 'Caribbean Desire')
('LmIGu7WPby4lm8MpELlOMw', 'Salad Days')
('Bh6M_VzX9RH1BS8W-uoUwQ', 'Biergarten')
('LRLc0c1pQwa9VSG7EpZRtg', 'Empress Court')
('meXjqyhTNLFmknY39y2sMg', 'Great Lakes Brewing Company')
('E-HDevNTu_UIKIx8MA_RMA', "NYK'S")
('XcBJJ7ZG8iHFrZw0ox0o8Q', 'Nespresso Boutique')
('9B9rmmyvI7uWx9C_BFU59A', 'Smokeit BBQ & Catering')
('k7wXMfLPfsMfFHf5wBrZuw', "Butch's Saloon")
('H9QvGwjFPnUULD0y8i7FkQ', "Prosciutto's Pizzeria & Pub")
('sRirP65Q7BSg3Lj9FdkKWQ', 'Gandhi Cuisine')
('X2ALhyLnFm5X-9jzDTfOGQ', 'Corner Store')
('BMbIIewtxETan7Out6ROKg', 'Food And Things Liquor & Deli')
('rXskMt3Y_Bs1PiGKN3N3sg', "Fat Willy's")
('3j4Br4SwFQTx9gzRzcK2OQ', 'Babushka Club')
('OjApDLQUPV8c_yPCg8xZog', 'Pot Liquor CAS')
('8xpSoJ4luTA8RpoyZxVZyQ', 'Stray Goose')
('cd9bU_zxbmb-PU0UJogTcw', 'Kosher On The Go')
('Jxj5GCgxsjSfZxxovXUOLA', 'Le Chêne Blanc')
('ntds2JP29DPYp765oFqptw', 'Rusty Anchor')
('-h63vGh2VmYtijnvp1PoPA', 'The Whiskey Bar')
('CKoDbOpF_CSyy6_lttqjKg', 'Twin Peaks')
('ONyDFp4eO9T_igeM2wdiMQ', 'Casey Jones Grill')
('x6ZvzAJRbj_anOuACYsiSQ', 'McDains')
('jziUCL-ivgSk_taMqGcGPg', 'The Seafood Market')
('ZoFnfG7yrQWpvGR-etdGTw', "Hemingway's Cafe")
('1CxCa62S7kEhL7nIbaY4Hg', 'Bob Evans')
('lusyQapYBD-df6VofjRWMQ', 'Karahi Point')
('vXpB8lRDXaWwwbmT3CAQwQ', 'Rivers Club')
('ARH8diyhBtiSgRR4_7oxmg', 'Monki Bistro')
('pMAZ2aDXn3DaTHWrVo3CSA', 'Jodhpore Club Indian Restaurant')
('V2Uvh2cUl3vufW9ChM_jkw', 'Public House')
('pImcSPg5tEkuvqHF7JnpoQ', 'Ginger China Bistro')
('7lNFXLUNzbRKKJR01G1Hdg', 'Cleopatra')
('6kQqEDPChAq0Nv5tGA2v1Q', 'Pork & Pickle')
('HPavppcJB3oQpIGbOqgtzw', 'Terrace On the Green')
('IfmSqAJ6_IeE1ffQ2AcxsQ', 'Best Kabab and Karahi')
('3OC0fQKLoChZz1iWKRg3gg', 'The Spread Sports Book & Deli')
('crg2EE9y9eE9bGLcfzh3oQ', "Jackie's Thai")
('ro6zuUVw5rNUMLjAw4C5sw', 'Carlaw Bistro')
('U7P_l9hoKxCSFN-u8yVl4g', "Jag's Fish N Chips")
('0pJiZDiKz1dfx5CIjce5XQ', 'Luis Cocina')
('yuwmVUmsFVawe4zxnWZfNg', "Flip'n Chicken")
('3S8ofvLdDZUE2M7L5eDquw', 'Headquarters Bar & Restaurant')
('o99gqWaotoeQKe0dXin-mg', "O'Connor's Pub")
('CU6n6XvfdZdrxhCcS2XC2g', 'Riot House')
('TcZFpLzeu46mbIBNNNVhmQ', 'Ice Cream Joy')
('o_HnpcNAXstV8v-VN3CoRg', 'Twin Oaks Lounge')
('lcWWUUx0uqVl6at9MHqYJg', 'Senisi Fine Foods')
('QnTuluWsuNb3aYCl-J9HVQ', 'The Tavern')
('Kr4HUtvJ8zRjCqbCJRSSSQ', 'Aria Nails')
('RbMo9QIPDWP7nAAolS7IFA', "Kennedy's Premium Bar and Grill")
('uQG9riB-sOJ9n9nng6Huow', 'Dos Gringos')
('PZqLTvbh9IV10Q8Efhv2Vw', 'The Plaza Bistro & Catering')
('sIcV5bmzg61DntDa7En6FQ', 'Mon Ami Express')
('O589S0opFB9oK8VcL5tRcA', "Treasures Gentlemen's Club & Steakhouse")
('QyvDY1cMrj0EXKUiPs9A4w', 'Duke of Richmond')
('uxBE0rPD52Pi-_QlpSVOyw', 'La Tasse Gamine')
('06X34OSshQJPDiyUDHtS0A', "Dave's Cosmic Subs")
('dJyvE8huwBlyUWcjPJJFDQ', 'Mediterranean Market')
('Aof6UNm8ZMq_YvHt0Bt7pQ', 'Pips Board Game Cafe')
('mFeJ_qMb0AxwZKbxUCVcLg', "Mary Elaine's")
('4bkqWJoUWpVGW7yesCeSjA', 'Blue 32 Sports Grill')
('WIs9WUTcjNMbMY4QlcZhRQ', 'Saint-Henri')
('xD9NCOMBzvO33HsXh4ywEg', 'Blackhorn Steakhouse')
('EhdVKgZuVDCqx8Pb45-Auw', 'KFC')
('8PCFk6ZKDm73Ag42C8XtGw', 'Chaat Cafe')
('ruWTngdiC68O9la27hvvHw', 'Foundation Room')
('6rN_wreWNCl3wLNZYZCYOA', "Applebee's Grill + Bar")
('J_OHccBAD_voiA4KnKB5jg', 'KFC')
('cQUjVqp8GkfCHWvMoHVzUA', 'Corral West Horse Adventures')
('xxAGaqYnboeR0SilS7DbAg', 'Stripchezze Food Truck')
('LbLG9_hNG6mqmJyfMhaoIQ', "Ziggy's BBQ Smokehouse & Ice Cream Parlor")
('LdYP5VXGBB4l_gypkLuzhQ', 'Franktuary Truck')
('bX4gfj2Kj22Lwm-nSsnnfg', "Ferrucci's Old Tyme Italian Market")
('4X9tVVQHIewliXqaancfQA', 'Rum Bar & Grill')
('JE1Jiu6jmfMVbDdiLMm65A', 'Dough Mama Pizza')
('CKC0-MOWMqoeWf6s-szl8g', "Lester's Deli")
('CaF9FC8GEBfDDbptPgkgBw', "Applebee's Grill + Bar")
('EwuwOFa5unipMElHeW84Lg', 'Masala Express')
('06DxO1hUPQJmtUzIbVNKwQ', 'Popeyes Louisiana Kitchen')
('PednG-JMd_o2OB1_0N9m-A', 'Ramble Inn')
('Ma_jYcmBXWH4DClYNoWJSQ', 'Holstein Restaurant and Bar')
('Uyw1pJ03kt-I1B_tkA3aFg', 'Royal Biryani')
('4no7JcP4CYasqxdxmrTGRA', 'Wacky Wings')
('TQcDrdS8Dbbrayu78G_myA', 'Patna Kabab House')
('VbRT8CJlnCO9_rd0zW-rUw', 'Willy Street Pub & Grill')
('Q4p_mqo0R98KeeIYCLA6-g', 'La Scala Cuisine')
('NxpaDfYm8OB14Zw9QDFejA', 'Tapas At Embrujo')
('DYuOxkW4DtlJsTHdxdXSlg', 'Bahama Breeze')
('bSbAq9ylam6RInhbm2aZKA', "Raising Cane's")
('3tBRBsiTi6JJz3CJ7DcS_w', 'Skinny Chick Fat Chicken')
('qRzYUw0wEfITRDv9cGQVYQ', 'Pegasus Bar & Grill')
('NtiBsNppXU0XS4zM89dphQ', 'Scarborough Town Centre')
('5tl4tyaJEzGeAdbi_L7PzQ', 'El Pollo Mobile')
('jRq50hjNDfnkZ3AdJxhsEg', 'Rum Runner')
('kXdHyRxXF1yxkEG6GTQ4CA', 'Cravins Caribbean Grill')
('_iUlt5rm-15QoLw0MEEg5A', "Mitchell's Pub")
('WDKTg468bkRPW0LqbAZfmg', 'Sugar Factory')
('Sn_DRNUXRVcLwOIeAwGPCg', "Michael's Grille")
('dQrDogW_V4fB83vTTAP5eA', 'Dubina Brewing')
('URvh6DgFyA-d6Z7OVKxczg', 'Rally Sports Bar + Smokehouse')
('yz66FIUPDKGhILDWzRLeKg', "Slick's Garage")
('yqB5_Us6WYc9fKQXyqINDQ', 'Growler USA - Gastonia')
('1TRoTVHIJVRSMtlSn4605w', 'Mainsha Restaurant')
('NbEI-3hWnOcRNRJ6qIktTQ', "Shooti's Bar & Grille")
('lm7QJLqdVt1SPJwG4OsSvQ', 'M For Macaron')
('Bp2pM6YLjcKjiKbVecwIMQ', 'Thunderbird Cafe')
('-IFq5ULEK4Fl8ZzrArtB5g', 'Desi Moorgi')
('_GxLAJO1TgU7UKY9cMad9Q', 'NC Tavern')
('ky4AyA_y6gx20tf95mZxSA', 'Bass Lake Taverne Inn')
('sV_8f7ChS4m8LxbQo4Nmdg', 'Soulfish Poké')
('e73eon01Bhzyj180qajH3Q', 'Peshawari Tikka')
('A6upLxml9nNaVT_V3oIUkg', 'Cracker Barrel Old Country Store')
('G46iffMdssAwo5MVjWH4ig', 'Portion Control')
('y5DhVN66xmBBMCVrFZaJ3w', "Fry's Marketplace")
('YmnFHwI-RGm5BvixJkcJPg', 'Cracker Barrel Old Country Store')
('Nvd7jbpKcFhpFlWOivEH6A', "Chow's Restaurant Chinese Food")
('h8fkA6hpT3SyJqgvBZfl3w', 'Chances')
('Gu4W3BSBajnljGYXQOclHw', 'Grabbagreen Gilbert')
('y2AZh1mypbKz_uE_OjYjkw', "Napolitano's")
('CopqthwWKu7-TrpxGa70ug', 'Waffle Crush')
('KeAF7rzL68OeCMaNqGRyew', 'Derby Public House')
('mFYEB6CrMP28fjL_wg4aYw', "Bobby's Place, Olde World Tavern")
('tEZPHzECrTUVWr07RcKpTw', 'KFC')
('zXuWHM45eDmW04CaDbQfKg', "Nicey's")
('ijRCz1YX5Ws2UW_2G0Bz7w', "Applebee's Grill + Bar")
('TxgLkQGhqVdUGFTCdcEilA', 'Campo di Bella')
('mNiTaVsGHwgjskE8YFh3nA', 'Bull & Finch')
('MD4Pa7A3EyQDwscwCQqnmQ', "Rubio's")
('YYzHvjD16a8Vn6AeaWBKJg', 'Tail and Fin')
('h96UFhWMM6k2xGgvmMoszg', 'Focaccia Fiorentina')
('PoqEm7BKF_kf73Q1zORnMQ', 'Dagwoods')
('Sk4S4Ik6Sobcd8dd6kmdJA', 'Avril Supermarché Santé')
('VJ02dtTMv-IP9bwYJ408WA', 'Alternative Thinking')
('qVbZ_VrZEGJKJg9ZpkGzjw', 'Dog Haus Biergarten')
('p2Nr4d7-MS82opzRCNkbNA', 'QDOBA Mexican Eats')
('CA7T52Hr2D9MDrrTba8J5A', "Natalie's Kitchen")
('10c6sIFdsH3g51VooGRwAA', 'Blackfinn Ameripub')
('C6bn4yhSlegDawc-t_ZSzg', 'Rôtisserie St-Hubert')
('KJuWKVel8fO37UTtXkpZ_w', 'The Clubhouse')
('OlrWq_fcLvsk8dx8b5mm5Q', 'The Hideaway Bar & Grill')
('Sp7JQ7O8aaNatAgEwAFTfg', 'Harry Buffalo')
('0TBL577zoVCpLKuaxePZ1A', 'Select Sandwich')
('plWuv4gda7m0KlqCNhrb4w', 'Angels Trumpet Ale House')
('QT_KSvv31hAytvleR24Zfw', 'Hearts Choices')
('uIhfZ0nBdax07vEcsia_OQ', 'Tuscany')
('2Wff1lKhXu56Rdsf0omDGA', 'Rivoli Cafe & Club')
('ues2rFe_hbRC7s232PX5QA', 'Brocach')
('-cKjQJsU73tLKFA4unJbww', 'QDOBA Mexican Eats')
('EFAQhAlkSlEcgLycoy5Zww', 'The Peppermill Pub and Grill')
('1kEZfayIAOSH807Msfxr3Q', "Kori's Roti Stop")
('60z9ITTVJn1QnLnb8tyTQw', 'Jadens Catering')
('0vYwOmTitx-Qas-jjW3nYg', "Fry's")
('EW90_lZ7E2RKT9Y-NGSVMw', 'Rosecliff Tavern')
('RI09fylw-_70RN6190LikA', 'St. Louis Bar & Grill')
('h547Fn6cp8yMb5mwjGBD1w', 'KFC')
('trAd97ig2agtkZl2cimOMQ', 'Something Classic Cafe')
('vqQ5gLyueXC7ZJ_X3y0C6w', 'Ritz Caribbean Foods')
('POIe1nLnPEmmPBiAbkf8jA', 'Gallaghers Pub')
('4FPja4jkQhdns82RRaowxw', 'KFC')
('rV6PwAjgpTx5Knr5lYouoQ', 'Master Pizza')
('uWRhh7MElFjkFO7HS_DGbA', "OMB's Weihnachtsmarkt - Christmas Market")
('o4RqT9ddT8vO1aSGYpc3Jg', "Bruegger's Bagels")
('zazLy5wo73tr5y9Oxjx36g', 'Violas Tavern')
('TggkxsvAxWs5HOfW1N9osw', 'The Grille')
('MbokqAXTncgPTeLBkFV4xw', "Topiary's Steak & Seafood")
('O694V2x8GL6Ff-BMezRb8A', 'Evapeology Vape & Coffee Lounge')
('ZFzRhnJ09cYQqN8me98ZBQ', 'La Boîte aux Huîtres')
('W4hWYHAE_MBqYoY1ZJx8fw', 'Memo Lounge and Restaurant')
('ywOmX52d7ncDxNpaQBDETA', 'Lahori Tarka')
('biCYyJIw7GKYSiaoP2TGmA', 'Phoenix Press')
('lF3klLu44Jaq3UqO9a50Pg', 'Mariscos El Puerto')
('hYX0z2C6Th5XmcrKOP31fQ', 'Double Helix Wine & Whiskey Lounge')
('PGUuVJEzM0H-ZMB6m1D6Ig', 'Boltini Lounge')
('mJZ3Qf6p7ugi108kFuL5vQ', 'Just One More Tavern')
('995cDn3wIwi4pw4N_uLSqw', 'Starbucks')
('0kKtYDKvvcQckR4vRmfh5Q', 'Karachi Kitchen')
('UyTYTtyZWym-7u84XMgSOQ', 'Tienda Los Gemelos')
('j1iZ1zAiSvyF_PKk1B9ECQ', "Smitty's Kitchen")
('Exsi3PIwpfvuoyF8BfGYIQ', 'HaveMore')
('e3D-zDL66uIaTFOdjJv8SQ', "Chauhan's Fine Indian Cuisine")
('xKhjhko44Wr7IjMLnsV43g', 'Blue Cave')
('Pd61kr7Tfoh0lLq7Kz8PuQ', "V's Caribbean Restaurant")
('Z8f5s3BsMzveANqdbFjXLg', 'Azure Restaurant & Bar')
('GbHeI94702NNpIHiVsT_dg', 'Jamaica House Jerk')
('HVzH8CO3e1-tjr97cF_8LA', 'Catch 22 Sports Grill')
('cTQ-U5HTZi-r1Gwhrkaz_g', 'Legends Bar and Grill')
('dHUb949NckE2GqtlSVlWQg', 'Roaming Fork')
('8V0K7CFVZ8X_AxlO-P3WUA', "Fiddler's Green")
('6skW7bdvCNPOscfGxU1zYw', 'Bières et Compagnie')
('gp0lkqiaQ-LQFUPwztYl0Q', "Gandalf's Pub")
('SHC5B8k-F-LSaf5X8kpmEw', 'American Girl Charlotte')
('XHAN1q9UtA8cXVShQJkGkg', 'Stone Table Catering')
('euGA6f07wmzY_JevW6XfMg', 'La Cage')
